CityEconomy,RecoverTime,Loss,CommunicationMethod,SuspectEducation,SuspectAbility,SuspectAge,SuspectGender,SuspectOccupation,SpecialDate
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,financialExchange,middleSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,highSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Teenagers,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,financialExchange,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,college,Medium,Adult20To30,Female,SocialProductionLifeService,Long
SecondTier,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult50To60,Female,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult50To60,Female,SocialProductionLifeService,Long
Developed,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,SocialProductionLifeService,Long
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Long
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,financialExchange,middleSchool,Low,Teenagers,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Long
SecondTier,Short,Medium1kTo10k,financialExchange,primarySchool,Low,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,college,Medium,Adult50To60,Male,HeadsofEnterprises,Medium
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Medium
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Manufacturing,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,primarySchool,Low,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,college,Medium,Adult40To50,Male,HeadsofEnterprises,Medium
ModeratelyDeveloped,Short,SeriousGreaterThan10000k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,SocialProductionLifeService,Long
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Female,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,ProfessionalTechnical,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult40To50,Male,ProfessionalTechnical,Short
Developed,Short,Medium1kTo10k,financialExchange,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Teenagers,Male,SocialProductionLifeService,Medium
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,financialExchange,vocationalCollege,Medium,Adult20To30,Female,Manufacturing,Short
FirstTier,Short,Low0To100,offlineCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Long
SecondTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Long
FirstTier,Short,Medium100To1k,offlineCommunication,college,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Medium,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
SecondTier,Short,Low0To100,offlineCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Low,Adult20To30,Male,Manufacturing,Short
Developed,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,Manufacturing,Long
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Medium
Developed,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Long
Developed,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Female,SocialProductionLifeService,Short
FirstTier,Short,Medium100To1k,financialExchange,middleSchool,Medium,Teenagers,Male,Manufacturing,Long
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Medium,Adult50To60,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,Manufacturing,Short
FirstTier,Short,Medium100To1k,financialExchange,middleSchool,Medium,Teenagers,Male,Manufacturing,Long
ThirdTier,Medium,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Long
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium100To1k,financialExchange,highSchool,Medium,Teenagers,Male,SocialProductionLifeService,Long
FirstTier,Medium,Medium1kTo10k,offlineCommunication,middleSchool,Low,Teenagers,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Female,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult60To70,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,primarySchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,HeadsofEnterprises,Long
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ThirdTier,Short,Medium100To1k,offlineCommunication,primarySchool,Low,Teenagers,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Teenagers,Female,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Low,Teenagers,Male,SocialProductionLifeService,Short
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
SecondTier,Short,Low0To100,offlineCommunication,vocationalCollege,Medium,Adult40To50,Male,HeadsofEnterprises,Long
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
ThirdTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
Developed,Short,Low0To100,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,SocialProductionLifeService,Long
SecondTier,Short,Low0To100,offlineCommunication,primarySchool,Medium,Adult40To50,Female,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,offlineCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Long
SecondTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Manufacturing,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Low,Adult30To40,Male,SocialProductionLifeService,Long
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult40To50,Female,Manufacturing,Long
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,financialExchange,college,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,ProfessionalTechnical,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Long
FirstTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,Manufacturing,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ThirdTier,Short,Low0To100,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,ProfessionalTechnical,Short
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,college,Medium,Adult40To50,Female,Clerical,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,HeadsofPartyStateOrgans,Long
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
FirstTier,Short,Low0To100,offlineCommunication,middleSchool,High,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,SocialProductionLifeService,Short
Developed,Medium,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,Manufacturing,Short
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Female,HeadsofEnterprises,Medium
Developed,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult40To50,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Low,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Manufacturing,Long
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Long
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Long
Developed,Short,Low0To100,offlineCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Teenagers,Female,SocialProductionLifeService,Medium
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Male,ProfessionalTechnical,Short
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult50To60,Female,SocialProductionLifeService,Medium
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,majorCollege,High,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,illegalOnline,college,Medium,Adult50To60,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Female,SocialProductionLifeService,Medium
FirstTier,Medium,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,SocialProductionLifeService,Medium
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,HeadsofEnterprises,Short
Developed,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult20To30,Male,Manufacturing,Long
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Medium
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,majorCollege,High,Adult30To40,Male,HeadsofEnterprises,Medium
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Manufacturing,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Manufacturing,Long
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
Developed,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Low,Adult40To50,Female,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Medium,Adult50To60,Male,SocialProductionLifeService,Medium
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Low,Teenagers,Male,SocialProductionLifeService,Long
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,SocialProductionLifeService,Medium
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Medium,Teenagers,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Long
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,Manufacturing,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Medium,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult60To70,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,HeadsofEnterprises,Long
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Medium,Medium1kTo10k,illegalOnline,majorCollege,Medium,Adult30To40,Male,Manufacturing,Short
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
FirstTier,Short,Low0To100,offlineCommunication,college,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,offlineCommunication,college,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,primarySchool,Low,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,HeadsofEnterprises,Short
