CityEconomy,RecoverTime,Loss,CommunicationMethod,VictimEducation,VictimIncome,VictimAge,VictimSex,SpecialDate,VictimOccupation
ThirdTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Female,Short,ProfessionalTechnical
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Low,Adult50To60,Female,Medium,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Female,Short,ProfessionalTechnical
FirstTier,Short,Low0To100,offlineCommunication,college,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult50To60,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult50To60,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult40To50,Male,Short,Manufacturing
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Long,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,financialExchange,highSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult40To50,Female,Long,HeadsofPartyStateOrgans
Developed,Short,Serious10kTo100k,illegalOnline,majorCollege,Medium,Adult30To40,Female,Long,HeadsofPartyStateOrgans
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Male,Short,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ThirdTier,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult50To60,Male,Long,ProfessionalTechnical
SecondTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Long,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Low,Adult40To50,Female,Short,ProfessionalTechnical
FirstTier,Long,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,financialExchange,college,Medium,Adult30To40,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Long,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Female,Medium,ProfessionalTechnical
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult40To50,Female,Short,ProfessionalTechnical
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,Short,ProfessionalTechnical
Developed,Long,Serious100kTo1000k,offlineCommunication,majorCollege,Low,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,vocationalCollege,Medium,Adult30To40,Female,Short,Manufacturing
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,Manufacturing
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,financialExchange,majorCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
SecondTier,Short,Low0To100,offlineCommunication,college,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Female,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,Manufacturing
ThirdTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult20To30,Male,Short,Clerical
ModeratelyDeveloped,Long,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Low,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Long,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Long,Manufacturing
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
ThirdTier,Short,Serious100kTo1000k,illegalOnline,college,Medium,Adult40To50,Male,Long,ProfessionalTechnical
ThirdTier,Short,Serious10kTo100k,illegalOnline,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult50To60,Female,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,financialExchange,majorCollege,Medium,Adult50To60,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Serious10kTo100k,financialExchange,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,illegalOnline,middleSchool,Low,Adult40To50,Female,Short,Clerical
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
SecondTier,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult50To60,Male,Short,ProfessionalTechnical
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,Short,Manufacturing
FirstTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Short,SocialProductionLifeService
FirstTier,Medium,Medium100To1k,legalOnlineAbroad,vocationalCollege,Low,Adult20To30,Male,Medium,SocialProductionLifeService
FirstTier,Short,Low0To100,legalOnlineAbroad,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,majorCollege,Medium,Adult50To60,Female,Short,ProfessionalTechnical
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,Short,HeadsofPartyStateOrgans
FirstTier,Long,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Long,Low0To100,traditionalTelephoneCommunication,college,Low,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Serious100kTo1000k,illegalOnline,middleSchool,Medium,Adult40To50,Male,Short,HeadsofEnterprises
FirstTier,Long,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
FirstTier,Long,Medium1kTo10k,offlineCommunication,majorCollege,Low,Adult20To30,Male,Medium,Clerical
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,financialExchange,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,Manufacturing
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,illegalOnline,college,Low,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Long,Manufacturing
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Long,HeadsofPartyStateOrgans
ThirdTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Medium,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult20To30,Male,Long,ProfessionalTechnical
FirstTier,Long,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Female,Medium,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ThirdTier,Short,Serious100kTo1000k,financialExchange,vocationalCollege,Medium,Adult30To40,Female,Long,HeadsofEnterprises
FirstTier,Long,Serious100kTo1000k,offlineCommunication,college,Medium,Adult20To30,Male,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Low0To100,offlineCommunication,college,Medium,Adult40To50,Male,Short,HeadsofEnterprises
FirstTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Short,ProfessionalTechnical
FirstTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,Manufacturing
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult30To40,Male,Long,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Female,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,illegalOnline,majorCollege,Medium,Adult40To50,Female,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,financialExchange,masterDegree,Medium,Adult30To40,Female,Long,HeadsofPartyStateOrgans
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,Short,HeadsofPartyStateOrgans
SecondTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult40To50,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Male,Short,Manufacturing
SecondTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult40To50,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Female,Short,ProfessionalTechnical
SecondTier,Short,Serious10kTo100k,financialExchange,middleSchool,Medium,Adult50To60,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium100To1k,offlineCommunication,college,Medium,Adult20To30,Female,Long,ProfessionalTechnical
FirstTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
Developed,Short,Serious100kTo1000k,illegalOnline,majorCollege,Medium,Adult40To50,Male,Long,HeadsofPartyStateOrgans
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,illegalOnline,middleSchool,Low,Adult30To40,Male,Long,Manufacturing
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Long,Manufacturing
ThirdTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult40To50,Female,Long,HeadsofPartyStateOrgans
FirstTier,Short,Serious100kTo1000k,offlineCommunication,highSchool,Medium,Adult50To60,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Long,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,financialExchange,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Female,Short,ProfessionalTechnical
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult40To50,Male,Long,HeadsofPartyStateOrgans
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult40To50,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult50To60,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,Short,HeadsofPartyStateOrgans
FirstTier,Short,Serious100kTo1000k,illegalOnline,majorCollege,Medium,Adult40To50,Female,Short,Manufacturing
ModeratelyDeveloped,Long,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult50To60,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,highSchool,Medium,Adult50To60,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult50To60,Female,Medium,Manufacturing
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult50To60,Female,Medium,Manufacturing
Developed,Short,Serious100kTo1000k,financialExchange,majorCollege,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,illegalOnline,middleSchool,Medium,Adult40To50,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,legalOnline,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Long,Manufacturing
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,college,Medium,Adult50To60,Male,Long,HeadsofPartyStateOrgans
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Long,Manufacturing
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult50To60,Male,Long,HeadsofPartyStateOrgans
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult40To50,Female,Short,HeadsofEnterprises
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Long,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Low,Adult30To40,Male,Short,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Female,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Male,Short,Manufacturing
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult50To60,Female,Short,Manufacturing
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,Medium,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,illegalOnline,majorCollege,Medium,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,college,Medium,Adult40To50,Male,Long,HeadsofEnterprises
FirstTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,HeadsofEnterprises
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult40To50,Female,Long,ProfessionalTechnical
ModeratelyDeveloped,Long,Serious100kTo1000k,offlineCommunication,masterDegree,Low,Adult40To50,Female,Short,Manufacturing
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult40To50,Male,Short,HeadsofEnterprises
FirstTier,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Teenagers,Male,Short,SocialProductionLifeService
FirstTier,Long,Serious100kTo1000k,traditionalTelephoneCommunication,majorCollege,Medium,Adult50To60,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium100To1k,offlineCommunication,middleSchool,Low,Adult50To60,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Long,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,Short,Manufacturing
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,Short,HeadsofPartyStateOrgans
ThirdTier,Short,Serious100kTo1000k,offlineCommunication,vocationalCollege,Low,Adult40To50,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
Developed,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Teenagers,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
Developed,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult40To50,Male,Long,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,ProfessionalTechnical
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Female,Short,HeadsofEnterprises
FirstTier,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Low0To100,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Long,Serious100kTo1000k,offlineCommunication,middleSchool,Low,Adult50To60,Female,Short,Manufacturing
Developed,Short,Serious10kTo100k,illegalOnline,college,Medium,Adult40To50,Female,Short,HeadsofPartyStateOrgans
FirstTier,Short,Serious100kTo1000k,illegalOnline,college,Medium,Adult50To60,Male,Short,HeadsofEnterprises
Developed,Short,Serious10kTo100k,illegalOnline,college,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,illegalOnline,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult40To50,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Male,Short,HeadsofEnterprises
ModeratelyDeveloped,Short,Serious10kTo100k,illegalOnline,college,Medium,Adult20To30,Male,Short,HeadsofEnterprises
ThirdTier,Short,Serious10kTo100k,financialExchange,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult40To50,Female,Short,SocialProductionLifeService
Developed,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Female,Long,ProfessionalTechnical
ThirdTier,Medium,Serious100kTo1000k,offlineCommunication,primarySchool,Low,Teenagers,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult20To30,Male,Short,Clerical
FirstTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
ThirdTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,masterDegree,Medium,Adult30To40,Female,Short,ProfessionalTechnical
ThirdTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Long,ProfessionalTechnical
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,Manufacturing
Developed,Short,Serious10kTo100k,financialExchange,majorCollege,Medium,Adult30To40,Male,Long,Manufacturing
FirstTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Medium100To1k,offlineCommunication,vocationalCollege,Medium,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
FirstTier,Short,Medium100To1k,offlineCommunication,college,Medium,Adult20To30,Female,Long,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Female,Short,HeadsofEnterprises
FirstTier,Short,Medium100To1k,offlineCommunication,vocationalCollege,Medium,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Long,Medium1kTo10k,offlineCommunication,college,Medium,Adult50To60,Male,Short,HeadsofPartyStateOrgans
FirstTier,Long,Serious100kTo1000k,offlineCommunication,vocationalCollege,Low,Adult30To40,Male,Long,ProfessionalTechnical
